reference_id,name,url,,
8f418990-ff43-4003-b97e-7866418f7094,REIGN_S1_INTRO_EPK_PREVIEW.mov,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/94/8f418990-ff43-4003-b97e-7866418f7094-0.mov,,
42660b1f-1bbe-4175-9968-3e4f5dc55800,ROE_712_CONTENT_CIAN_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/94/42660b1f-1bbe-4175-9968-3e4f5dc55800-0.mp4,,
a8fb01cb-5fab-4360-b0ff-a815e94720fa,BEAUTY_BEAST_119_764k.mov,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/91/a8fb01cb-5fab-4360-b0ff-a815e94720fa-0.mov,,
28677471-d6a7-443b-8602-9d5e5851c66a,NCIS_233_CONTENT_CIAN_R_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/91/28677471-d6a7-443b-8602-9d5e5851c66a-0.mp4,,
f291cc95-8b49-49a0-8652-4fe545de2c97,HAWAII_FIVE_0_318_CONTENT_CIAN_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/89/f291cc95-8b49-49a0-8652-4fe545de2c97-0.mp4,,
d97cd8ae-56b4-4514-a43a-ceaee0d2452a,Star-Crossed - LAS First Look (with Slate)_9000K_16x9.wmv,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/88/d97cd8ae-56b4-4514-a43a-ceaee0d2452a-0.wmv,,
ba9b7c52-de19-49e3-b9e5-6cc46e9f80ca,StarCrossed_Pilot_1300K_16x9_24.wmv,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/88/ba9b7c52-de19-49e3-b9e5-6cc46e9f80ca-0.wmv,,
8216ea14-3da5-4c06-a18d-d11c5a5e8080,CSI_1317_CONTENT_CIAN_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/88/8216ea14-3da5-4c06-a18d-d11c5a5e8080-0.mp4,,
026d6ce0-ec0c-4035-bcaf-8ce344b03ff8,ELEMENTARY_120_CONTENT_CIAN_REMAKE_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/87/026d6ce0-ec0c-4035-bcaf-8ce344b03ff8-0.mp4,,
63c90e53-5926-4a2f-a2e8-23b017d87a01,BLUE_BLOODS_320_CONTENT_CIAN_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/83/63c90e53-5926-4a2f-a2e8-23b017d87a01-0.mp4,,
60542389-ff92-4c1b-bc65-378ed6c1ec83,BLUE_BLOODS_323_CONTENT_CIAN_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/83/60542389-ff92-4c1b-bc65-378ed6c1ec83-0.mp4,,
fdfda8e6-4030-4f50-8767-1eefac369288,CBSSI 2013 Sizzle Reel_9000K_16x9.wmv,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/82/fdfda8e6-4030-4f50-8767-1eefac369288-0.wmv,,
fb93c25a-bbad-4870-b24f-4d42c9a6159e,ANTM-Car-S01-E105.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/80/fb93c25a-bbad-4870-b24f-4d42c9a6159e-0.mp4,,
171bd6ac-7639-4612-8daf-017ab1e8a517,BLUE_BLOODS_318_CONTENT_CIAN_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/80/171bd6ac-7639-4612-8daf-017ab1e8a517-0.mp4,,
9da24730-6997-475b-8d56-ea6322455b1c,NCISLA_422_CONTENT_CIAN_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/79/9da24730-6997-475b-8d56-ea6322455b1c-0.mp4,,
8b0b4a2a-105a-4ebf-b984-9fb592845569,HWSQ-Den-S01-E101.mov,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/79/8b0b4a2a-105a-4ebf-b984-9fb592845569-0.mov,,
725a2680-d651-487f-8c16-b6df5ba6fbaf,NCIS_epi227_CIAN_cpd_DSI-16x9_24_764.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/79/725a2680-d651-487f-8c16-b6df5ba6fbaf-0.mp4,,
c4d513ad-d749-43f6-80b0-c9853009696f,VEGAS_115_CONTENT_CIAN_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/77/c4d513ad-d749-43f6-80b0-c9853009696f-0.mp4,,
b9b52ff9-ea58-410e-aa7b-92047474ff93,Reign -  LAS First Look (with Slate)_9000K_16x9.wmv,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/76/b9b52ff9-ea58-410e-aa7b-92047474ff93-0.wmv,,
9db4b73a-6008-40bc-aa6f-8e0744ea082e,UnderTheDome_Pilot_1300K_16x9_24.wmv,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/76/9db4b73a-6008-40bc-aa6f-8e0744ea082e-0.wmv,,
86bdde49-8d56-427e-a2f0-edf40863c222,The American Baking Competition - First Look.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/75/86bdde49-8d56-427e-a2f0-edf40863c222-0.mp4,,
7bf936c3-33bd-4724-9282-561ce1bcd99a,NCIS_234_CONTENT_CIAN_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/74/7bf936c3-33bd-4724-9282-561ce1bcd99a-0.mp4,,
dc7317bf-e4ee-44bb-a19d-b89c0cf5e1d3,CBS_ROE_524_CONTENT_CIAN_FINAL_1864.mov,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/72/dc7317bf-e4ee-44bb-a19d-b89c0cf5e1d3-0.mov,,
70949fb2-7c0c-4a7c-9692-0435da1dde1d,BEAUTY_BEAST_114_764k.mov,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/72/70949fb2-7c0c-4a7c-9692-0435da1dde1d-0.mov,,
2ea756f8-e67a-4831-9b8f-09bca6eef85f,ELEMENTARY_119_CONTENT_CIAN_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/72/2ea756f8-e67a-4831-9b8f-09bca6eef85f-0.mp4,,
b0493bf9-43f4-4c4c-afc9-c98e73836dd0,ELEMENTARY_121_CONTENT_CIAN_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/71/b0493bf9-43f4-4c4c-afc9-c98e73836dd0-0.mp4,,
47627a45-63ed-4bfa-89d7-251bace3497c,NCISLA_424_CONTENT_CIAN_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/71/47627a45-63ed-4bfa-89d7-251bace3497c-0.mp4,,
36e8fee6-ab0a-4398-aea8-5c1146f47ef1,CW-Star-CrossedClip_Cleared.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/71/36e8fee6-ab0a-4398-aea8-5c1146f47ef1-0.mp4,,
cff743b6-adae-4feb-96ae-571316b0a78e,BLUEBLOODS_S3_CLSRLK_EPK_PREVIEW.mov,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/70/cff743b6-adae-4feb-96ae-571316b0a78e-0.mov,,
b4fcc2c0-fa39-47ce-b27e-1235981479ba,NCIS_228_CONTENT_CIAN_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/70/b4fcc2c0-fa39-47ce-b27e-1235981479ba-0.mp4,,
a20df1e2-fe77-44e4-bc3a-2362ec63a5e6,BEAUTY_BEAST_116_764k.mov,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/70/a20df1e2-fe77-44e4-bc3a-2362ec63a5e6-0.mov,,
9916c0b5-1e78-4da0-a33f-497bc0f94760,HouseOfLies_Ep209_1300K_16x9_24.wmv,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/68/9916c0b5-1e78-4da0-a33f-497bc0f94760-0.wmv,,
2232fdfd-3397-4545-8425-730627249aa8,VGS1_InsideS1_EPK_Pt1_PREVIEW.mov,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/68/2232fdfd-3397-4545-8425-730627249aa8-0.mov,,
bb7e4049-dc43-4b3f-8db7-3abed32b53ba,CBSSI 2013Drama Sizzle Reel_9000K_16x9.wmv,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/64/bb7e4049-dc43-4b3f-8db7-3abed32b53ba-0.wmv,,
ebfaba8d-f13c-47c0-b563-346974b14fd3,UndertheDome-EyeLab_INTL.mov,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/63/ebfaba8d-f13c-47c0-b563-346974b14fd3-0.mov,,
c498d6a6-deb0-4845-aec8-5389e335f5cd,Under The Dome Trailer_9000K_16x9.wmv,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/62/c498d6a6-deb0-4845-aec8-5389e335f5cd-0.wmv,,
3f080d16-9ca2-44a5-8f3c-ef9165995e3d,BLUE_BLOODS_322_CONTENT_CIAN_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/61/3f080d16-9ca2-44a5-8f3c-ef9165995e3d-0.mp4,,
8fb26757-1398-45c7-bbbd-1306a4f7920e,KING_MAXWELL_105_1864K.mov,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/60/8fb26757-1398-45c7-bbbd-1306a4f7920e-0.mov,,
6da1632b-2b92-4045-9a2d-a9b960c9a6a3,BLUE_BLOODS_321_CONTENT_CIAN_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/60/6da1632b-2b92-4045-9a2d-a9b960c9a6a3-0.mp4,,
f4bab299-1378-4b9d-abf6-e9ab940a5dc7,Dexter S8 EPK.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/58/f4bab299-1378-4b9d-abf6-e9ab940a5dc7-0.mp4,,
20f3fbbc-56d0-4273-866c-20ca2714e301,HAWAII_FIVE_0_322_CONTENT_CIAN_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/57/20f3fbbc-56d0-4273-866c-20ca2714e301-0.mp4,,
de2f384c-916e-4e66-a060-a3e451e500f2,VEGAS_120_CONTENT_CIAN_R_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/56/de2f384c-916e-4e66-a060-a3e451e500f2-0.mp4,,
b44b4ea9-aa04-4354-a1ed-1384930454ee,TheTest_ep1015.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/56/b44b4ea9-aa04-4354-a1ed-1384930454ee-0.mp4,,
46a2496d-fafe-4052-b7c0-01d0fb0518d9,ROE_710_CONTENT_CIAN_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/56/46a2496d-fafe-4052-b7c0-01d0fb0518d9-0.mp4,,
33c4680c-e3aa-4532-8d5c-66605b8aca7f,HouseOfLies_Ep211_1300K_16x9_24.wmv,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/56/33c4680c-e3aa-4532-8d5c-66605b8aca7f-0.wmv,,
65a4a310-0661-439d-82ae-a49da7927b24,The American Baking Competition - Yummy.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/55/65a4a310-0661-439d-82ae-a49da7927b24-0.mp4,,
febd9391-94d4-48c1-a695-d054f9b2e72a,HollywoodSquaresâ€'TurkeyS2.m4v,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/54/febd9391-94d4-48c1-a695-d054f9b2e72a-0.m4v,,
c683ae33-abb6-44c7-b104-2691d4eb1c14,NJK-s05-EPK.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/54/c683ae33-abb6-44c7-b104-2691d4eb1c14-0.mp4,,
956d54e0-1c32-43b2-ba97-4a88eed5237e,RayDonavan_Ep102_1300K_16x9_24.wmv,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/54/956d54e0-1c32-43b2-ba97-4a88eed5237e-0.wmv,,
065eba4e-e188-43c8-a2b1-4384c5eb9e76,EntertainmentThisWeek_Ep1651_1300K_16x9_25.wmv,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/54/065eba4e-e188-43c8-a2b1-4384c5eb9e76-0.wmv,,
c36c2ad1-2267-4b64-b7c5-5f0490a9af91,ELEMENTARY_117_CONTENT_CIAN_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/53/c36c2ad1-2267-4b64-b7c5-5f0490a9af91-0.mp4,,
6ecfc214-38c7-4b93-8056-c3fefd94fe1f,HAWAII_FIVE_0_320_CONTENT_CIAN_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/53/6ecfc214-38c7-4b93-8056-c3fefd94fe1f-0.mp4,,
67860109-8cd3-4638-b043-491596a2fc25,EntertainmentThisWeek_Ep1650_1300K_16x9_25.wmv,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/52/67860109-8cd3-4638-b043-491596a2fc25-0.wmv,,
10b7e3d2-5d5f-4428-9f3c-395a8f016c10,King & Maxwell - LAS First Look (with Slate)_9000K_16x9.wmv,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/52/10b7e3d2-5d5f-4428-9f3c-395a8f016c10-0.wmv,,
2062471e-d7c3-464a-a838-5a584d05cd95,90210_521_HD_vobile_764K.mov,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/51/2062471e-d7c3-464a-a838-5a584d05cd95-0.mov,,
cbfc1277-f3c9-4e15-a71d-8ef3cb6a7a70,NCISLA_420_CONTENT_CIAN_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/50/cbfc1277-f3c9-4e15-a71d-8ef3cb6a7a70-0.mp4,,
2e3e324a-f0bb-40a4-856d-2cdcd5d2a7ec,NCIS_229_CONTENT_CIAN_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/50/2e3e324a-f0bb-40a4-856d-2cdcd5d2a7ec-0.mp4,,
70c6eb0f-64da-422f-8cb3-1a7f08b1a2ae,BEAUTY_BEAST_120_764k.mov,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/48/70c6eb0f-64da-422f-8cb3-1a7f08b1a2ae-0.mov,,
38dacbf5-a421-4a99-84a4-a3beef57cc12,Reckless_Pilot_1300K_16x9_24.wmv,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/48/38dacbf5-a421-4a99-84a4-a3beef57cc12-0.wmv,,
09b6c3e7-2546-4663-aba4-e015671452d7,UNDER_THE_DOME_102_CONTENT_CIAN_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/45/09b6c3e7-2546-4663-aba4-e015671452d7-0.mp4,,
880b6fb4-76ba-4a93-9f86-3ebde8ea641e,GOOD_WIFE_417_CONTENT_CIAN_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/43/880b6fb4-76ba-4a93-9f86-3ebde8ea641e-0.mp4,,
7aea6af0-0a44-4955-afac-bc1be22dff25,BEAUTY_BEAST_105_HD_764K.mov,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/43/7aea6af0-0a44-4955-afac-bc1be22dff25-0.mov,,
2d9fe864-550b-4e1c-a98a-670b3216c496,Reckless - LAS First Look (with Slate)_9000K_16x9.wmv,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/42/2d9fe864-550b-4e1c-a98a-670b3216c496-0.wmv,,
1630f5e0-47c9-4675-b2cd-623810a9fbbe,ELEMENTARY_122_123_CONTENT_CIAN_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/42/1630f5e0-47c9-4675-b2cd-623810a9fbbe-0.mp4,,
ae2a5fa6-ee93-44c6-8c84-92294faf9dca,The American Baking Competition - Baking History.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/41/ae2a5fa6-ee93-44c6-8c84-92294faf9dca-0.mp4,,
885ceb1c-b22b-4fcf-8af6-4329771dfd3c,Doctors-Portugal-Boa_Tarde.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/41/885ceb1c-b22b-4fcf-8af6-4329771dfd3c-0.mp4,,
598751b1-3e39-4831-8996-5a659ecbd81b,ELEMENTARY_118_CONTENT_CIAN_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/41/598751b1-3e39-4831-8996-5a659ecbd81b-0.mp4,,
d0de5ca5-f113-427f-980e-9f469ace4ea4,BLUE_BLOODS_305_CONTENT_CIAN_R_DSI-16x9_24_1864.mp4,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/40/d0de5ca5-f113-427f-980e-9f469ace4ea4-0.mp4,,
940a5e8f-cb62-4a29-a684-74293681f4ac,The Test Sales Presentation_9000K_16x9.wmv,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/40/940a5e8f-cb62-4a29-a684-74293681f4ac-0.wmv,,
53686624-c3e8-4cef-8a47-373fa99737d8,CSI13_CLSRLK_EPK_PREVIEW.mov,http://archive8.unicornmedia.com/archive/8511f5ed-db4c-41e1-80a0-de106794213f/C607018E-8B5B-11DD-B3ED-D99555D89593/40/53686624-c3e8-4cef-8a47-373fa99737d8-0.mov,,
